run_version|run_dir|timestamp_iso|row_id|model_name|exp_condition|condition_order_index|interaction_tone|interaction_id|assistant_was_correct|format|study_context|transcript_chars|raw_preference|parsed_preference|compliant_preference|latency_ms_preference|log_path_preference|raw_is_abusive|parsed_is_abusive|compliant_is_abusive|latency_ms_is_abusive|log_path_is_abusive|raw_is_adequate|parsed_is_adequate|compliant_is_adequate|latency_ms_is_adequate|log_path_is_adequate|temperature|top_p|top_k|seed
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:16.386254|row_ed96ee54bc_e658e5e5|gemma2:9b|1b_prompt_without_context|0|unclear|unclear:7|1|prompt|0|300|YES|YES|1|965|runs_replication/run_20250920_104842/logs/trial_a1a04e58bb_f51356f6.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_5f4423e598_b6eaada1.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_9a49ffec0d_05236a94.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:18.266912|row_50c4f1fc70_faa292cc|gemma2:9b|2b_interaction_without_context|1|unclear|unclear:7|1|interaction|0|300|YES|YES|1|967|runs_replication/run_20250920_104842/logs/trial_575025a167_200b9da2.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_378dee1208_cefca2b6.json|NO|NO|1|455|runs_replication/run_20250920_104842/logs/trial_bf2613dbb7_4246707c.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:20.323118|row_19e6473551_b51a3f4b|gemma2:9b|1a_prompt_with_context|2|unclear|unclear:7|1|prompt|1|300|NO|NO|1|1141|runs_replication/run_20250920_104842/logs/trial_ac82f3ea5f_3d53f577.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_d7b5ee6d36_403f6ef9.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_72036f6c17_e494c8a9.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:22.410540|row_07f946bcba_f33864f0|gemma2:9b|2a_interaction_with_context|3|unclear|unclear:7|1|interaction|1|300|NO|NO|1|1142|runs_replication/run_20250920_104842/logs/trial_8c0c339891_954f115e.json|NO|NO|1|472|runs_replication/run_20250920_104842/logs/trial_c0e9366fa7_67e4989d.json|NO|NO|1|466|runs_replication/run_20250920_104842/logs/trial_235adfb05f_1b042215.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:24.107600|row_7301382d4c_7918e93b|gemma2:9b|2b_interaction_without_context|0|unclear|unclear:8|0|interaction|0|121|NO|NO|1|788|runs_replication/run_20250920_104842/logs/trial_2ccf48896d_918c842b.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_988e609979_db0eb811.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_2c74382027_2bad958e.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:25.805171|row_e8dd071c74_f1f6ba87|gemma2:9b|1b_prompt_without_context|1|unclear|unclear:8|0|prompt|0|121|YES|YES|1|787|runs_replication/run_20250920_104842/logs/trial_dc7a1f2409_938546ad.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_05dde54437_0a8ba2a5.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_9c35e5d634_b08c03b5.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:27.695877|row_ac985ba94b_211b7225|gemma2:9b|1a_prompt_with_context|2|unclear|unclear:8|0|prompt|1|121|YES|YES|1|974|runs_replication/run_20250920_104842/logs/trial_3d067e0f2d_6d49ea79.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_e679eb489c_bf9282e2.json|NO|NO|1|457|runs_replication/run_20250920_104842/logs/trial_203187d9f4_691b9918.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:29.586328|row_3d3e80d180_fbd6849c|gemma2:9b|2a_interaction_with_context|3|unclear|unclear:8|0|interaction|1|121|NO|NO|1|974|runs_replication/run_20250920_104842/logs/trial_5e83a38433_d68c5ec9.json|NO|NO|1|461|runs_replication/run_20250920_104842/logs/trial_5dbfa723c2_51fe7507.json|NO|NO|1|449|runs_replication/run_20250920_104842/logs/trial_f292b3522b_6bf16e5b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:31.485953|row_f1f05e9213_0a96845d|gemma2:9b|1a_prompt_with_context|0|unclear|unclear:9|1|prompt|1|109|NO|NO|1|979|runs_replication/run_20250920_104842/logs/trial_abd57bb13a_03cdb497.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_16455bf730_02de7160.json|YES|YES|1|460|runs_replication/run_20250920_104842/logs/trial_a9e5929f87_bc2e2535.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:33.203074|row_eb7253f913_00d392eb|gemma2:9b|1b_prompt_without_context|1|unclear|unclear:9|1|prompt|0|109|YES|YES|1|794|runs_replication/run_20250920_104842/logs/trial_445bfae4bb_b492469f.json|NO|NO|1|455|runs_replication/run_20250920_104842/logs/trial_1d88d15639_1d3e7700.json|NO|NO|1|461|runs_replication/run_20250920_104842/logs/trial_9a439c19ba_e0c6e2d4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:35.103309|row_e06c5f285a_10195c44|gemma2:9b|2a_interaction_with_context|2|unclear|unclear:9|1|interaction|1|109|YES|YES|1|980|runs_replication/run_20250920_104842/logs/trial_ef40c437bf_866c44e2.json|NO|NO|1|455|runs_replication/run_20250920_104842/logs/trial_dd9cc0b97a_48a8d8c8.json|YES|YES|1|457|runs_replication/run_20250920_104842/logs/trial_82471a35b8_c9ada800.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:36.804225|row_914b82c009_f03acf89|gemma2:9b|2b_interaction_without_context|3|unclear|unclear:9|1|interaction|0|109|YES|YES|1|790|runs_replication/run_20250920_104842/logs/trial_287df282e5_aaadddc2.json|NO|NO|1|456|runs_replication/run_20250920_104842/logs/trial_10188c6d5d_92d26fc2.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_ada53ce990_a71f9af4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:46.173209|row_b6fe6ae2a8_3c334529|gemma3:12b|2a_interaction_with_context|0|abusive|abusive:0|1|interaction|1|294|NO|NO|1|8359|runs_replication/run_20250920_104842/logs/trial_a3bee56cb5_ac0eb41d.json|YES|YES|1|503|runs_replication/run_20250920_104842/logs/trial_7e161b5114_cab94266.json|NO|NO|1|497|runs_replication/run_20250920_104842/logs/trial_eb737f59b5_48cf15f2.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:48.984024|row_40328eeeba_0720b5e9|gemma3:12b|1a_prompt_with_context|1|abusive|abusive:0|1|prompt|1|294|NO|NO|1|1806|runs_replication/run_20250920_104842/logs/trial_36f023d0c3_e520e74c.json|YES|YES|1|502|runs_replication/run_20250920_104842/logs/trial_db6e4caade_b8a85996.json|NO|NO|1|495|runs_replication/run_20250920_104842/logs/trial_85e94ade8c_ee81cf0d.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:51.233571|row_96006dc9ad_695feac8|gemma3:12b|2b_interaction_without_context|2|abusive|abusive:0|1|interaction|0|294|NO|NO|1|1235|runs_replication/run_20250920_104842/logs/trial_ee08515670_3adc70a9.json|YES|YES|1|506|runs_replication/run_20250920_104842/logs/trial_e876d0c0df_6cf937b8.json|NO|NO|1|500|runs_replication/run_20250920_104842/logs/trial_447a093144_070bed3a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:53.498307|row_f46df1c433_e61fe266|gemma3:12b|1b_prompt_without_context|3|abusive|abusive:0|1|prompt|0|294|NO|NO|1|1246|runs_replication/run_20250920_104842/logs/trial_0cebf16576_c4476e33.json|YES|YES|1|505|runs_replication/run_20250920_104842/logs/trial_759ec9bdb0_8e2a2621.json|NO|NO|1|507|runs_replication/run_20250920_104842/logs/trial_8f23653cdb_93972e0a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:56.073664|row_63ab22c258_9ad0c963|gemma3:12b|1a_prompt_with_context|0|abusive|abusive:1|0|prompt|1|220|NO|NO|1|1555|runs_replication/run_20250920_104842/logs/trial_d094d9d6ec_8bfcf616.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_f76815b83f_f3a982e5.json|NO|NO|1|504|runs_replication/run_20250920_104842/logs/trial_0d172a75fa_b99d5574.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:52:58.157536|row_7ced1e4ce7_297d359e|gemma3:12b|2b_interaction_without_context|1|abusive|abusive:1|0|interaction|0|220|NO.|INVALID|0|1070|runs_replication/run_20250920_104842/logs/trial_684208bd16_c5f9f7d8.json|YES|YES|1|501|runs_replication/run_20250920_104842/logs/trial_b582a136ea_46f034ea.json|NO|NO|1|498|runs_replication/run_20250920_104842/logs/trial_48205df6e8_1f1c171a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:00.775715|row_6e98fb1662_758823df|gemma3:12b|2a_interaction_with_context|2|abusive|abusive:1|0|interaction|1|220|NO|NO|1|1567|runs_replication/run_20250920_104842/logs/trial_dffee4c277_2018fe7c.json|YES|YES|1|529|runs_replication/run_20250920_104842/logs/trial_ab3814a7ea_4b724654.json|NO|NO|1|515|runs_replication/run_20250920_104842/logs/trial_71c2e1e4c8_6dfcaca3.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:03.106080|row_49c09c7a5f_930695dc|gemma3:12b|1b_prompt_without_context|3|abusive|abusive:1|0|prompt|0|220|NO|NO|1|1310|runs_replication/run_20250920_104842/logs/trial_4e5e8f9893_488213e1.json|YES|YES|1|507|runs_replication/run_20250920_104842/logs/trial_2fc76d47a5_0f1493ff.json|NO|NO|1|505|runs_replication/run_20250920_104842/logs/trial_257dccf14e_aca9b57e.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:05.881321|row_a045b71258_550f4b94|gemma3:12b|1a_prompt_with_context|0|abusive|abusive:2|1|prompt|1|345|NO|NO|1|1752|runs_replication/run_20250920_104842/logs/trial_1248c4194e_2be8a8a3.json|YES|YES|1|510|runs_replication/run_20250920_104842/logs/trial_798be5cafc_1d5e8e18.json|NO|NO|1|509|runs_replication/run_20250920_104842/logs/trial_ab237b5de0_40d84ec2.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:08.391573|row_844a37db9f_2e122d7c|gemma3:12b|1b_prompt_without_context|1|abusive|abusive:2|1|prompt|0|345|NO|NO|1|1480|runs_replication/run_20250920_104842/logs/trial_4819e859b9_741b57d1.json|YES|YES|1|507|runs_replication/run_20250920_104842/logs/trial_ce27aaacb5_d5aaca6d.json|NO|NO|1|512|runs_replication/run_20250920_104842/logs/trial_fc540e125f_a5b7f084.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:11.245295|row_ba3ebe3323_7b1553a2|gemma3:12b|2a_interaction_with_context|2|abusive|abusive:2|1|interaction|1|345|NO|NO|1|1824|runs_replication/run_20250920_104842/logs/trial_da40904635_3d78db49.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_10bc38edec_fc72e2da.json|NO|NO|1|514|runs_replication/run_20250920_104842/logs/trial_e6d9d43ce7_b6c56d3a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:13.746962|row_46ecdab11b_641fecd3|gemma3:12b|2b_interaction_without_context|3|abusive|abusive:2|1|interaction|0|345|NO|NO|1|1479|runs_replication/run_20250920_104842/logs/trial_c201ed176a_2eb71c5f.json|YES|YES|1|501|runs_replication/run_20250920_104842/logs/trial_f082f08f14_da0d0847.json|NO|NO|1|512|runs_replication/run_20250920_104842/logs/trial_75a71af69f_72950299.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:16.018604|row_06ee3820c9_a3554dff|gemma3:12b|1b_prompt_without_context|0|abusive|abusive:3|1|prompt|0|360|YES|YES|1|1246|runs_replication/run_20250920_104842/logs/trial_00acf8118d_55b411a5.json|YES|YES|1|506|runs_replication/run_20250920_104842/logs/trial_00b1973a80_f8612ef8.json|NO|NO|1|515|runs_replication/run_20250920_104842/logs/trial_dd08acc4ec_1b438a50.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:18.308437|row_f9155c5393_d3fba1ce|gemma3:12b|2b_interaction_without_context|1|abusive|abusive:3|1|interaction|0|360|NO|NO|1|1250|runs_replication/run_20250920_104842/logs/trial_abf595e186_9299991e.json|YES|YES|1|523|runs_replication/run_20250920_104842/logs/trial_c00f30c46b_dbee70a0.json|NO|NO|1|507|runs_replication/run_20250920_104842/logs/trial_2f0bd2c5e0_7bc5ff77.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:21.145709|row_3c097f4f40_2d5559fa|gemma3:12b|1a_prompt_with_context|2|abusive|abusive:3|1|prompt|1|360|NO|NO|1|1810|runs_replication/run_20250920_104842/logs/trial_51fb84ed97_1e227d20.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_dcd2719734_2c096e2b.json|NO|NO|1|509|runs_replication/run_20250920_104842/logs/trial_40e7cd4b76_6c21b25a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:24.047936|row_1932e40b2d_313e7fa5|gemma3:12b|2a_interaction_with_context|3|abusive|abusive:3|1|interaction|1|360|NO.|INVALID|0|1838|runs_replication/run_20250920_104842/logs/trial_8a5f3d9403_838dc1e3.json|YES|YES|1|537|runs_replication/run_20250920_104842/logs/trial_bbffaa4e60_1aefd7e8.json|NO|NO|1|511|runs_replication/run_20250920_104842/logs/trial_fab87ed03c_9ed07244.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:26.073255|row_bc02370a58_ab3e0335|gemma3:12b|1b_prompt_without_context|0|abusive|abusive:4|0|prompt|0|216|YES|YES|1|1002|runs_replication/run_20250920_104842/logs/trial_12ff16e243_632fa53a.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_b58a27d28e_c8ae6978.json|NO|NO|1|511|runs_replication/run_20250920_104842/logs/trial_cd3cb81bad_1d9983b1.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:28.673793|row_21a998105d_20849a8a|gemma3:12b|2a_interaction_with_context|1|abusive|abusive:4|0|interaction|1|216|NO|NO|1|1555|runs_replication/run_20250920_104842/logs/trial_0df5e18dc5_6cc462a1.json|YES|YES|1|517|runs_replication/run_20250920_104842/logs/trial_9eeab07bda_de0df335.json|NO|NO|1|517|runs_replication/run_20250920_104842/logs/trial_31f3065800_3f0cd611.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:31.252512|row_d3e3d08586_53f6f313|gemma3:12b|1a_prompt_with_context|2|abusive|abusive:4|0|prompt|1|216|NO|NO|1|1550|runs_replication/run_20250920_104842/logs/trial_9c4d146a73_1fa32328.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_14846f1081_fd92ba43.json|NO|NO|1|514|runs_replication/run_20250920_104842/logs/trial_c26a2f8018_8174ddef.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:33.269356|row_0206739358_5da68bfd|gemma3:12b|2b_interaction_without_context|3|abusive|abusive:4|0|interaction|0|216|NO|NO|1|999|runs_replication/run_20250920_104842/logs/trial_89599ea704_d743caea.json|YES|YES|1|509|runs_replication/run_20250920_104842/logs/trial_d7a0a90a96_9619366c.json|NO|NO|1|499|runs_replication/run_20250920_104842/logs/trial_2e05c98af6_5bb84a80.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:35.290956|row_3e1c7c0a6e_20632f5d|gemma3:12b|1b_prompt_without_context|0|abusive|abusive:5|1|prompt|0|199|NO|NO|1|998|runs_replication/run_20250920_104842/logs/trial_97e57c2e40_f1b0cfdc.json|YES|YES|1|504|runs_replication/run_20250920_104842/logs/trial_8c6f7223b2_643560b6.json|NO|NO|1|506|runs_replication/run_20250920_104842/logs/trial_d82f303622_28db02b5.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:37.950449|row_8b00dbd528_2a5de64b|gemma3:12b|2a_interaction_with_context|1|abusive|abusive:5|1|interaction|1|199|NO|NO|1|1549|runs_replication/run_20250920_104842/logs/trial_6e8a44136c_53bae15a.json|YES|YES|1|506|runs_replication/run_20250920_104842/logs/trial_018e3149ed_87d46b53.json|NO|NO|1|596|runs_replication/run_20250920_104842/logs/trial_bfa5c873ca_d6d6fd86.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:39.964285|row_19a449634b_1c5305a5|gemma3:12b|2b_interaction_without_context|2|abusive|abusive:5|1|interaction|0|199|NO|NO|1|993|runs_replication/run_20250920_104842/logs/trial_d4ded2a15e_eefec656.json|YES|YES|1|502|runs_replication/run_20250920_104842/logs/trial_4323674e2c_d5f1b535.json|NO|NO|1|503|runs_replication/run_20250920_104842/logs/trial_4041e6af43_7a8bbd71.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:42.542739|row_d4b479547d_64f74c9f|gemma3:12b|1a_prompt_with_context|3|abusive|abusive:5|1|prompt|1|199|NO|NO|1|1554|runs_replication/run_20250920_104842/logs/trial_fb23693019_5d75c126.json|YES|YES|1|509|runs_replication/run_20250920_104842/logs/trial_ec4395fe61_1e2d2ea8.json|NO|NO|1|507|runs_replication/run_20250920_104842/logs/trial_eca467ff52_afded37f.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:44.783011|row_34a247e0d1_56e68417|gemma3:12b|1b_prompt_without_context|0|abusive|abusive:6|1|prompt|0|301|YES|YES|1|1236|runs_replication/run_20250920_104842/logs/trial_6292daf300_e47df856.json|YES|YES|1|495|runs_replication/run_20250920_104842/logs/trial_9d3517e2dd_e92fca22.json|NO|NO|1|501|runs_replication/run_20250920_104842/logs/trial_c9d1cca59c_31df7911.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:47.597973|row_35bdb9316b_761bd518|gemma3:12b|1a_prompt_with_context|1|abusive|abusive:6|1|prompt|1|301|NO|NO|1|1799|runs_replication/run_20250920_104842/logs/trial_15f9c4b3a8_8ca6a64c.json|NO|NO|1|504|runs_replication/run_20250920_104842/logs/trial_5206fbefcc_28c0789e.json|NO|NO|1|503|runs_replication/run_20250920_104842/logs/trial_97949ce337_017bbf86.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:50.268875|row_56f0a0ef2d_7de2c865|gemma3:12b|2a_interaction_with_context|2|abusive|abusive:6|1|interaction|1|301|NO.|INVALID|0|1572|runs_replication/run_20250920_104842/logs/trial_186a1f3437_eefca1ce.json|YES|YES|1|503|runs_replication/run_20250920_104842/logs/trial_f08e5c39ed_c078f9ab.json|NO|NO|1|589|runs_replication/run_20250920_104842/logs/trial_b4afed9fb5_9838da85.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:52.625592|row_59a63911df_70b83353|gemma3:12b|2b_interaction_without_context|3|abusive|abusive:6|1|interaction|0|301|NO|NO|1|1305|runs_replication/run_20250920_104842/logs/trial_77072cd081_fa85d8f9.json|YES|YES|1|520|runs_replication/run_20250920_104842/logs/trial_8856622b46_ecd29b8c.json|NO|NO|1|508|runs_replication/run_20250920_104842/logs/trial_2ba78a5bfd_b512fa3b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:55.367685|row_43723365c7_b8cd2765|gemma3:12b|1a_prompt_with_context|0|abusive|abusive:7|1|prompt|1|392|NO|NO|1|1738|runs_replication/run_20250920_104842/logs/trial_f7db0d28f7_16ab40ba.json|NO|NO|1|495|runs_replication/run_20250920_104842/logs/trial_b2c0608cd6_d3c52a6a.json|NO|NO|1|499|runs_replication/run_20250920_104842/logs/trial_f6454f8079_c7067d27.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:53:58.202307|row_b1445cefd4_05a7013d|gemma3:12b|2a_interaction_with_context|1|abusive|abusive:7|1|interaction|1|392|NO.|INVALID|0|1805|runs_replication/run_20250920_104842/logs/trial_745338f8b9_f107e30f.json|YES|YES|1|498|runs_replication/run_20250920_104842/logs/trial_2e0d263579_e50e74b9.json|NO|NO|1|519|runs_replication/run_20250920_104842/logs/trial_8b038290d3_2ec1d24d.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:00.676455|row_7f5842268d_f5bad92e|gemma3:12b|1b_prompt_without_context|2|abusive|abusive:7|1|prompt|0|392|YES|YES|1|1460|runs_replication/run_20250920_104842/logs/trial_25c681782a_d8f39b06.json|YES|YES|1|496|runs_replication/run_20250920_104842/logs/trial_c17d65799d_e37d0ab9.json|NO|NO|1|504|runs_replication/run_20250920_104842/logs/trial_e0f1346ecb_74ed816a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:02.918320|row_fcb4d2653b_844105b3|gemma3:12b|2b_interaction_without_context|3|abusive|abusive:7|1|interaction|0|392|NO|NO|1|1228|runs_replication/run_20250920_104842/logs/trial_e5361c8180_27c7403b.json|NO|NO|1|504|runs_replication/run_20250920_104842/logs/trial_7b60e9a9e6_36e5f539.json|NO|NO|1|502|runs_replication/run_20250920_104842/logs/trial_e96554fd9b_ce75bff4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:05.149495|row_00c848c807_c686071f|gemma3:12b|1b_prompt_without_context|0|abusive|abusive:8|0|prompt|0|210|NO|NO|1|1224|runs_replication/run_20250920_104842/logs/trial_15ebd807ab_fff82808.json|YES|YES|1|498|runs_replication/run_20250920_104842/logs/trial_67053e5052_c66ee937.json|NO|NO|1|497|runs_replication/run_20250920_104842/logs/trial_ac075d5bb1_7389fae6.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:07.723948|row_25909c6ed0_5484c569|gemma3:12b|1a_prompt_with_context|1|abusive|abusive:8|0|prompt|1|210|NO|NO|1|1553|runs_replication/run_20250920_104842/logs/trial_257b867359_0a1a4027.json|YES|YES|1|507|runs_replication/run_20250920_104842/logs/trial_3f843b75f3_583e7102.json|NO|NO|1|500|runs_replication/run_20250920_104842/logs/trial_137389335a_8a67df5b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:09.730572|row_fbc99abce8_2d0f5b02|gemma3:12b|2b_interaction_without_context|2|abusive|abusive:8|0|interaction|0|210|NO|NO|1|995|runs_replication/run_20250920_104842/logs/trial_40156e726d_5446f339.json|YES|YES|1|505|runs_replication/run_20250920_104842/logs/trial_6173005723_cf788e4e.json|NO|NO|1|497|runs_replication/run_20250920_104842/logs/trial_a8c8806b2e_e958ca5b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:12.305590|row_cb39b0e7f7_54a9739f|gemma3:12b|2a_interaction_with_context|3|abusive|abusive:8|0|interaction|1|210|NO|NO|1|1556|runs_replication/run_20250920_104842/logs/trial_6b971ac3bf_e10f2509.json|YES|YES|1|508|runs_replication/run_20250920_104842/logs/trial_bbffd11688_baa17f9d.json|NO|NO|1|506|runs_replication/run_20250920_104842/logs/trial_f3bf9bb686_9be119e3.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:14.301137|row_3513b83c8e_1fbd08cc|gemma3:12b|2b_interaction_without_context|0|abusive|abusive:9|1|interaction|0|164|NO|NO|1|985|runs_replication/run_20250920_104842/logs/trial_fd5e0a33d2_ac7184eb.json|NO|NO|1|505|runs_replication/run_20250920_104842/logs/trial_63992f1912_74290ebd.json|NO|NO|1|500|runs_replication/run_20250920_104842/logs/trial_33f6ca9a3c_e47ba6c0.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:16.296857|row_e32713e999_acae5f25|gemma3:12b|1b_prompt_without_context|1|abusive|abusive:9|1|prompt|0|164|YES|YES|1|982|runs_replication/run_20250920_104842/logs/trial_b430dfe0a9_181ca78d.json|YES|YES|1|506|runs_replication/run_20250920_104842/logs/trial_d781361f41_e2bf0393.json|NO|NO|1|503|runs_replication/run_20250920_104842/logs/trial_9cf4cd5aa3_4968c08c.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:18.698634|row_af4a3bee9c_e30f56bb|gemma3:12b|2a_interaction_with_context|2|abusive|abusive:9|1|interaction|1|164|NO|NO|1|1307|runs_replication/run_20250920_104842/logs/trial_16f8e194c9_0b877a1d.json|YES|YES|1|501|runs_replication/run_20250920_104842/logs/trial_83f89023c2_5728bd7b.json|NO|NO|1|577|runs_replication/run_20250920_104842/logs/trial_831945e125_78cdaff4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:21.333620|row_0486f6a29c_a0fbf92a|gemma3:12b|1a_prompt_with_context|3|abusive|abusive:9|1|prompt|1|164|NO|NO|1|1552|runs_replication/run_20250920_104842/logs/trial_4e5bd6daca_72dc5b34.json|YES|YES|1|495|runs_replication/run_20250920_104842/logs/trial_40c3886ce3_10f50d3a.json|NO|NO|1|583|runs_replication/run_20250920_104842/logs/trial_b55016afd0_217eedd8.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:23.567231|row_1e42355235_bba56cb5|gemma3:12b|2b_interaction_without_context|0|friendly|friendly:0|1|interaction|0|280|YES|YES|1|1234|runs_replication/run_20250920_104842/logs/trial_f1c34e2568_d8e294a7.json|NO|NO|1|499|runs_replication/run_20250920_104842/logs/trial_33c8ddfb69_adf3975f.json|YES|YES|1|488|runs_replication/run_20250920_104842/logs/trial_42f92843da_f9d67c46.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:25.874311|row_db095ec434_8b860785|gemma3:12b|1b_prompt_without_context|1|friendly|friendly:0|1|prompt|0|280|YES|YES|1|1225|runs_replication/run_20250920_104842/logs/trial_b0bd28b779_570a6c5d.json|NO|NO|1|574|runs_replication/run_20250920_104842/logs/trial_b682fc1731_c60f8d45.json|YES|YES|1|499|runs_replication/run_20250920_104842/logs/trial_a2c8a9968b_5028d542.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:28.448801|row_058212f8a5_cc54cfce|gemma3:12b|1a_prompt_with_context|2|friendly|friendly:0|1|prompt|1|280|YES|YES|1|1560|runs_replication/run_20250920_104842/logs/trial_f5202f9f01_4d81b26c.json|NO|NO|1|504|runs_replication/run_20250920_104842/logs/trial_72c8ed0b2c_7c851d40.json|YES|YES|1|500|runs_replication/run_20250920_104842/logs/trial_fe38c3749d_ccc853d8.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:54:31.190464|row_e71e08693b_45729246|gemma3:12b|2a_interaction_with_context|3|friendly|friendly:0|1|interaction|1|280|YES|YES|1|1565|runs_replication/run_20250920_104842/logs/trial_6a779c1051_1d963699.json|NO|NO|1|585|runs_replication/run_20250920_104842/logs/trial_90186ea190_0b5fea47.json|YES|YES|1|582|runs_replication/run_20250920_104842/logs/trial_08fb482907_da0e166b.json|0|1|1|42
